,,,,,AMBE,MSE,Entropy,si,ssim,EC,psnr
90131711766096_.pic,REMOVE_WHITE_LINE,251,7,3,3.7825101669520507,426.6147822131849,3.7402413650293616,0.9992852779115089,0.9576567297229734,16.461903360445206,21.830444611788057
92811711896171_.pic,REMOVE_WHITE_LINE,252,5,3,5.056416555693303,248.91590515987815,6.458987559023285,0.9992119790410586,0.9767522815779538,38.821302291408365,24.170277129436215
90131711766096_.pic,REMOVE_WHITE_LINE,251,5,7,5.377517658390417,709.2550326412671,3.2713227079328826,0.9985326662259243,0.9293250799933234,9.512486622431506,19.62277934777775
90131711766096_.pic,REMOVE_WHITE_LINE,250,3,5,5.1489378210616366,669.774884952911,3.3013393415908667,0.9986577666350391,0.9333063648938177,10.07781196489726,19.871515024219917
92811711896171_.pic,REMOVE_WHITE_LINE,254,5,5,8.281263871668884,458.7836096187109,6.390319473739509,0.9978332292417675,0.9576219022872329,29.113078018092484,21.514724668507576
92811711896171_.pic,REMOVE_WHITE_LINE,255,3,7,10.200347078722189,555.7631847821095,6.371747656495016,0.9966638242580809,0.9495252629478028,25.853995423305935,20.681905862846595
92811711896171_.pic,REMOVE_WHITE_LINE,252,7,7,10.205465246207766,556.1515972509222,6.371488330716995,0.9966603443135945,0.9494892287356358,25.853920803293995,20.678871720275698
,,,,,AMBE,MSE,Entropy,si,ssim,EC,psnr
92811711896171_.pic,REMOVE_WHITE_LINE,253,8,8,11.0439377936967,822.8915292893114,6.382705345865506,0.9960637980009671,0.9225143896030148,24.840087401080652,18.977377690770084
92811711896171_.pic,REMOVE_WHITE_LINE,255,10,10,12.542129693407404,892.3220924982014,6.372018022383604,0.9948647822729934,0.9170398190027987,23.24605279270178,18.625587152972617
92811711896171_.pic,REMOVE_WHITE_LINE,253,8,10,12.550592368094769,892.7995897812677,6.371725133615318,0.9948575167381307,0.9169972386240802,23.24968238661585,18.623263788216434
90131711766096_.pic,REMOVE_WHITE_LINE,251,8,10,5.4978274828767155,940.0825663527397,3.2477242134339948,0.9984644666792707,0.9058208765912524,9.36947238869863,18.399143620164548
92811711896171_.pic,REMOVE_WHITE_LINE,254,10,8,11.035880745740911,822.5059141142796,6.382737874680197,0.9960697820257275,0.922548973406751,24.83420390013929,18.979413315006546
90131711766096_.pic,REMOVE_WHITE_LINE,253,10,10,5.499764554794524,940.1911601027397,3.25003407853224,0.9984633552918222,0.9058084518072933,9.370737906678082,18.398641973348095
92811711896171_.pic,REMOVE_WHITE_LINE,255,8,8,11.035880745740911,822.5059141142796,6.382737874680197,0.9960697820257275,0.922548973406751,24.83420390013929,18.979413315006546
90131711766096_.pic,REMOVE_WHITE_LINE,250,8,8,5.414520012842459,932.9500722388699,3.2431732651072895,0.998511864201402,0.9065700536787479,9.428039383561643,18.43221958205382
92811711896171_.pic,REMOVE_WHITE_LINE,250,10,10,12.561213283127444,893.3306259662335,6.371563726435307,0.994848390353582,0.9169491953205038,23.249198313205063,18.620681377487543
,,,,,AMBE,MSE,Entropy,si,ssim,EC,psnr
1,REMOVE_WHITE_LINE,250,8,11,7.539602194787392,162.13738683127573,7.021297035132372,0.9990130970437126,0.9622766205598745,14.508220164609053,26.03197191655646
